7, 14, -31, 8, 1.869e-06
7, 15, -31, 8, 1.832e-06
7, 16, -31, 9, 2.174e-06
7, 17, -31, 9, 1.764e-06
7, 18, -31, 9, 1.798e-06
7, 19, -31, 22, 3.976e-06
7, 20, -113, 25, 4.049e-06
7, 21, -141, 36, 5.633e-06
7, 22, -141, 36, 5.585e-06
7, 23, -141, 39, 6.43e-06
7, 24, -141, 44, 7.758e-06
7, 25, -141, 58, 9.389e-06
7, 26, -141, 87, 1.4765e-05
7, 27, -141, 87, 1.4626e-05
7, 28, -141, 126, 2.0933e-05
7, 29, -141, 151, 2.5353e-05
7, 30, -184, 178, 3.0295e-05
7, 31, -184, 205, 3.6235e-05
7, 32, -184, 245, 4.4571e-05
7, 33, -184, 265, 5.8934e-05
7, 34, -184, 338, 7.209e-05
7, 35, -184, 338, 7.4777e-05
7, 36, -184, 393, 7.0331e-05
7, 37, -192, 458, 8.4e-05
7, 38, -192, 458, 8.4898e-05
7, 39, -192, 458, 8.5026e-05
7, 40, -192, 587, 0.000106823
7, 41, -192, 587, 0.000109046
7, 42, -192, 652, 0.000110554
