9, 18, 40, 16, 3.267e-06
9, 19, 40, 21, 4.216e-06
9, 20, 40, 21, 4.371e-06
9, 21, 40, 21, 4.521e-06
9, 22, 40, 35, 7.235e-06
9, 23, 40, 38, 2.0641e-05
9, 24, 27, 54, 1.1156e-05
9, 25, 17, 75, 1.5984e-05
9, 26, -40, 116, 2.374e-05
9, 27, -40, 151, 3.1566e-05
9, 28, -40, 213, 4.4171e-05
9, 29, -134, 239, 4.6659e-05
9, 30, -134, 239, 4.6613e-05
9, 31, -134, 298, 5.7655e-05
9, 32, -134, 437, 8.6093e-05
9, 33, -134, 437, 8.7283e-05
9, 34, -134, 507, 0.000102208
9, 35, -134, 605, 0.000121824
9, 36, -134, 694, 0.000140728
9, 37, -134, 780, 0.00016391
9, 38, -134, 780, 0.000163334
9, 39, -134, 781, 0.000169723
9, 40, -134, 1014, 0.000220095
9, 41, -134, 1258, 0.000271016
9, 42, -134, 1418, 0.000370556
9, 43, -145, 1527, 0.000296989
9, 44, -145, 1850, 0.000369995
9, 45, -145, 1850, 0.000485485
9, 46, -145, 2276, 0.000452777
9, 47, -145, 2276, 0.000459931
9, 48, -145, 2422, 0.000472914
9, 49, -145, 2764, 0.000705354
9, 50, -145, 3004, 0.000564107
9, 51, -145, 3318, 0.000650135
9, 52, -145, 3948, 0.000764855
9, 53, -145, 4584, 0.00106093
9, 54, -145, 5162, 0.00103813
9, 55, -145, 5875, 0.00117549
9, 56, -145, 6613, 0.00136233
9, 57, -145, 6613, 0.00139552
9, 58, -145, 6613, 0.00146193
9, 59, -162, 7864, 0.00164119
9, 60, -178, 9182, 0.00182949
9, 61, -178, 9182, 0.00196439
9, 62, -178, 10150, 0.00215042
9, 63, -178, 10960, 0.00230647
9, 64, -178, 13961, 0.00326618
9, 65, -178, 13961, 0.0031892
9, 66, -178, 16799, 0.00385397
9, 67, -178, 16799, 0.00360762
9, 68, -178, 19327, 0.00412353
9, 69, -195, 21855, 0.0050585
9, 70, -195, 21855, 0.00571718
9, 71, -195, 25443, 0.00559662
9, 72, -195, 27400, 0.00543865
