8, 16, -76, 9, 2.854e-06
8, 17, -76, 17, 6.759e-06
8, 18, -76, 22, 4.718e-06
8, 19, -97, 25, 4.923e-06
8, 20, -97, 25, 5.582e-06
8, 21, -97, 33, 6.547e-06
8, 22, -97, 33, 6.295e-06
8, 23, -97, 33, 6.433e-06
8, 24, -97, 46, 8.703e-06
8, 25, -97, 50, 8.549e-06
8, 26, -134, 63, 1.0782e-05
8, 27, -134, 69, 1.2108e-05
8, 28, -134, 76, 1.2219e-05
8, 29, -134, 105, 1.6908e-05
8, 30, -134, 127, 1.9619e-05
8, 31, -134, 183, 4.2871e-05
8, 32, -145, 250, 4.086e-05
8, 33, -148, 307, 5.0373e-05
8, 34, -148, 307, 5.0618e-05
8, 35, -148, 357, 7.2853e-05
8, 36, -148, 453, 7.7181e-05
8, 37, -148, 551, 0.000120045
8, 38, -148, 640, 0.000107013
8, 39, -148, 771, 0.000130902
8, 40, -148, 771, 0.000133811
8, 41, -148, 839, 0.000139761
8, 42, -148, 839, 0.000139745
8, 43, -148, 840, 0.000167577
8, 44, -148, 946, 0.000195205
8, 45, -148, 1110, 0.000190784
8, 46, -173, 1284, 0.000234684
8, 47, -173, 1284, 0.000264669
8, 48, -173, 1572, 0.000291278
8, 49, -173, 1572, 0.000280285
8, 50, -173, 2044, 0.000354883
8, 51, -173, 2392, 0.00041465
8, 52, -173, 2392, 0.000435244
8, 53, -173, 2392, 0.000413319
8, 54, -173, 2946, 0.000518367
8, 55, -173, 3392, 0.000604689
8, 56, -216, 3914, 0.000710999
