13, 26, -126, 25, 4.765e-06
13, 27, -126, 32, 5.636e-06
13, 28, -126, 48, 8.462e-06
13, 29, -126, 48, 8.351e-06
13, 30, -126, 60, 1.0375e-05
13, 31, -126, 92, 1.6674e-05
13, 32, -126, 145, 3.0983e-05
13, 33, -126, 180, 3.8633e-05
13, 34, -126, 242, 4.2382e-05
13, 35, -166, 423, 9.1484e-05
13, 36, -166, 423, 8.8812e-05
13, 37, -166, 522, 0.000102453
13, 38, -166, 654, 0.000139908
13, 39, -166, 885, 0.00015425
13, 40, -166, 1240, 0.000215715
13, 41, -166, 1395, 0.00024553
13, 42, -166, 1551, 0.000273776
13, 43, -166, 2133, 0.000392908
13, 44, -166, 2330, 0.000465932
13, 45, -166, 2960, 0.000558144
13, 46, -166, 3528, 0.000671655
13, 47, -166, 4076, 0.000791857
13, 48, -166, 4709, 0.000928859
13, 49, -166, 5531, 0.00112268
13, 50, -166, 5531, 0.0011231
13, 51, -166, 8311, 0.0016851
13, 52, -166, 9828, 0.00195454
13, 53, -166, 11438, 0.00227165
13, 54, -166, 11438, 0.0023036
13, 55, -166, 13076, 0.00268706
13, 56, -166, 16035, 0.00330627
13, 57, -166, 18254, 0.00380684
13, 58, -166, 21917, 0.00448122
13, 59, -166, 24638, 0.00512252
13, 60, -166, 29794, 0.00919837
13, 61, -166, 37338, 0.0109979
13, 62, -166, 41175, 0.0125108
13, 63, -166, 52844, 0.0161897
13, 64, -166, 59744, 0.0170995
13, 65, -166, 74129, 0.0206365
13, 66, -166, 88065, 0.0217204
13, 67, -166, 112414, 0.0254755
13, 68, -166, 126584, 0.0332507
13, 69, -166, 139501, 0.0325054
13, 70, -166, 139501, 0.0329313
13, 71, -166, 139502, 0.0305812
13, 72, -425, 147776, 0.0317814
13, 73, -460, 159848, 0.0398197
13, 74, -460, 178520, 0.0453289
13, 75, -460, 203392, 0.0467056
13, 76, -460, 203392, 0.040957
13, 77, -460, 257893, 0.0540053
13, 78, -460, 275211, 0.0714405
13, 79, -460, 316294, 0.0669526
13, 80, -460, 316294, 0.0672396
13, 81, -460, 365622, 0.0828445
13, 82, -460, 420819, 0.0842587
13, 83, -460, 498673, 0.0982519
13, 84, -460, 605469, 0.117629
13, 85, -460, 697694, 0.136716
13, 86, -460, 779206, 0.158414
13, 87, -460, 904447, 0.180293
13, 88, -460, 1020635, 0.203644
13, 89, -460, 1155829, 0.230315
13, 90, -460, 1155829, 0.232355
13, 91, -460, 1299999, 0.253594
13, 92, -460, 1395787, 0.272287
13, 93, -460, 1538332, 0.307734
13, 94, -460, 1862476, 0.390633
13, 95, -460, 1862476, 0.378498
13, 96, -460, 2143658, 0.476626
13, 97, -460, 2356285, 0.513647
13, 98, -461, 2720568, 0.555947
13, 99, -461, 2960420, 0.626655
13, 100, -521, 3440137, 0.738565
13, 101, -521, 3773673, 0.79497
13, 102, -521, 3773673, 0.857456
13, 103, -521, 4357329, 0.91679
13, 104, -521, 4357329, 0.920531
13, 105, -521, 4357329, 0.945704
13, 106, -521, 4933395, 1.1138
13, 107, -521, 5575438, 1.21204
13, 108, -521, 5909602, 1.22394
13, 109, -521, 6475203, 1.43858
13, 110, -521, 7508672, 1.58641
13, 111, -521, 7508672, 1.64409
13, 112, -521, 8506339, 1.85533
13, 113, -521, 9346347, 2.14638
13, 114, -541, 11016686, 2.41754
13, 115, -541, 11762955, 2.8209
13, 116, -541, 13028697, 3.13467
13, 117, -541, 14392866, 3.25521
13, 118, -541, 16073296, 4.62777
13, 119, -541, 16073296, 4.96038
13, 120, -541, 16073296, 4.13784
13, 121, -541, 17986527, 5.03166
13, 122, -541, 20147917, 6.20456
13, 123, -541, 21748813, 6.5151
13, 124, -541, 23929378, 6.64457
13, 125, -541, 26762902, 6.95634
13, 126, -541, 29467727, 9.45273
13, 127, -541, 31230128, 10.1939
13, 128, -541, 33877687, 8.98314
13, 129, -541, 33877687, 9.66086
13, 130, -541, 36595997, 9.71856
13, 131, -541, 36595997, 9.47361
13, 132, -541, 40542375, 10.4236
13, 133, -541, 44044373, 11.716
13, 134, -541, 48025688, 12.6194
13, 135, -541, 52459487, 13.5153
13, 136, -541, 57463361, 15.322
13, 137, -557, 62388079, 16.0303
13, 138, -557, 65418181, 16.0243
13, 139, -557, 72408526, 17.618
13, 140, -557, 78684892, 19.0824
13, 141, -557, 78684892, 18.9574
13, 142, -557, 82726417, 20.6811
13, 143, -557, 91158587, 21.4652
13, 144, -557, 100231154, 23.4608
13, 145, -557, 109893230, 27.5503
13, 146, -557, 118990395, 28.2036
13, 147, -557, 128995977, 30.1051
13, 148, -557, 128995977, 33.8728
13, 149, -557, 140058362, 41.3954
13, 150, -561, 153414107, 40.1911
13, 151, -561, 153414107, 39.0367
13, 152, -561, 166671994, 40.2998
13, 153, -561, 181280258, 43.6582
13, 154, -561, 197282022, 47.2796
13, 155, -561, 207146123, 49.7399
13, 156, -561, 217010224, 49.1701
